,title,genres,synopsis
55,Ace wo Nerae!: Final Stage,"['Action', 'Drama', 'Sports']","Hiromi continues developing her tennis and shows the results while undergoing an emotional change into an adult.

(Source: AniDB)"
56,Ace wo Nerae!,"['Sports', 'Drama', 'Romance', 'School', 'Shoujo']","On her first day at Nishi High School, 15-year-old Hiromi Oka is inspired by top player Reika ""Ochoufujin"" Ryuuzaki to take up tennis. Shortly after joining the school's tennis club, she encounters Jin Munakata, the club's new coach. Munakata puts everyone under rigorous training that even puts Ochoufujin to shame. Despite the hardships, Hiromi's determination prompts the coach to select her as part of the club's main players. Because of this, Hiromi must endure the peer pressure from her seniors to become an ace tennis player.

(Source: ANN)"
57,Action Heroine Cheer Fruits,"['Comedy', 'School', 'Slice of Life']","Several years ago, local heroines—superhero characters who represent towns and perform stage shows in order to raise their town's acclaim—had a boom in popularity. The most famous of these local heroines, Kamidaio, is scheduled to perform in the small town of Hinano, much to the excitement of Mikan Kise's little sister Yuzu. Unfortunately, when Mikan takes Yuzu to the show, she finds out that it has been canceled. She promises her distraught sister that she'll make sure she can see the show. Desperate not to let her down, Mikan asks her classmate, the local heroine fanatic An Akagi, for help.

Mikan and Ann put on their own Kamidaio performance clad in homemade costumes, which the kids in the audience love despite its lack of production value. The show is recorded by the student council president Misaki Shirogane, who posts it online to garner attention. Misaki is from a family of politicians and has taken it upon herself to revitalize Hinano. Impressed by their show, she recruits Mikan and An to become the official local heroines of their town. As the group works to improve their shows, they enlist the help of a variety of colorful individuals."
58,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']","Set in a part of Tokyo that has descended into a quagmire, the story follows Unit 8 of the 5th Special Public Security Section's 3rd Mobile Assault Division, popularly called ""The Eighth,"" who don powered armor ""Willwear"" exoskeletons to counter the rise in crime.

(Source: ANN)"
59,AD Police,"['Sci-Fi', 'Adventure', 'Mystery', 'Dementia', 'Police', 'Psychological', 'Thriller', 'Mecha']","The year is 2027 in MegaTokyo, six years before the Knight Sabers will make their debut. Boomers (artificial humans) are still a relatively new advancement, and the implementation and integration of boomers into society is still a bit buggy -- sometimes fatally so. Whenever a boomer incident occurs, though, there is the Advanced Police, a special force trained to deal with boomer crimes.

Leon McNichol is a rookie in the AD Police, and is just starting to become exposed to the horrors and tragedies one finds every day in MegaTokyo. He and his veteran partner, Gina Marceau, slowly learn about the ever-fading line that separates man from machine."
60,Adachi to Shimamura,"['Slice of Life', 'Romance', 'School', 'Shoujo Ai']","The second floor of the gym―this was where we always met. It was class time, but of course, there weren't any classes going on in a place like this.

This was where Shimamura and I became friends. We hung out here―talking about TV shows and cooking, playing some ping pong... This is where we fostered our friendship.

Keeping my head propped against the wall, I let out a small sigh.

What was this feeling? Yesterday, I'd dreamt of me and Shimamura kissing.

Not that I'm like that. I'm sure Shimamura isn't either. It's not even something worth repeating myself about, but really, it's not like that.

It's just that when she hears the word ""friend,"" I want her to think of me first. That's all.

(Source: Baka-Tsuki)"
61,Additional Memory,['Music'],"In the end, all that remains is a story. This story is that of Ayano Tateyama, whose fleeting existence left behind only memories. What does she remember when life flashes before her eyes? For her, more than anything else, she recalls regrets—of things left unsaid and feelings of love she could never convey."
62,Africa no Salaryman (TV),"['Slice of Life', 'Comedy']","Africa no Salaryman is a slapstick workplace comedy that follows the adventures of kind Lion, jaded Lizard, and perverted Toucan, as they trudge through office life while also becoming caught up in antics no regular office worker should.

Of course, most of these are the fault of Toucan, whose selfish actions and lack of filter still haven't gotten him fired. It's up to Lizard and Lion to keep themselves out of trouble and hang on to their jobs at the office. But trouble is never too far away from these savannah-treading folk."
63,Afro Samurai Pilot,"['Action', 'Martial Arts', 'Samurai', 'Seinen']","Original pilot for the ""Afro Samurai"" TV Show, directed and animated by Takeshi Koike."
64,Afro Samurai,"['Action', 'Adventure', 'Samurai']","When he was a young boy, Afro witnessed his father be cut down in a duel at the hands of a man known only as Justice. After taking the life of Afro's father, Justice cast aside his Number Two headband and took the Number One to claim its godly powers as his own.

Years later, having obtained the Number Two headband which grants him the right to challenge the Number One, Afro moves forward in his hunt for revenge on the man who murdered his father. There is just one thing that stands in his way—everyone else in the world! Though the Number One can only be challenged by the Number Two, the Number Two can be challenged by anyone. As his enemies gather to try and take the title of Number Two, Afro must fight through a myriad of foes and obstacles if he hopes to reach the Number One and claim vengeance once and for all."
65,After War Gundam X,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']","When one space colony declared its independence from the Earth Federation, the devastating 7th Space War, an all-out war between Earth and space, resulted. The Federation responded to the Space Revolutionary Army with mobile suits, called Gundams. However, the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth, plunging the planet into a seven-year-long nuclear winter. The Federation collapsed, but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop.

Fifteen years have passed. The year is now After War 0015, and a New Federation has sprung up on Earth to restore order. In space, the colonial leaders have been rebuilding their own forces as well. By chance, fifteen-year-old Garrod Ran has discovered an old Federation mobile suit, the Gundam X, and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past."
66,Agatha Christie no Meitantei Poirot to Marple,"['Historical', 'Mystery']","Young Mabel West is the daughter of mystery writer Raymond West, who wants her to lead a normal life. Rebelling against this, Mabel wants to be a great detective, and sets out for London to become assistant to none other than Hercule Poirot, the great Belgian detective who resides there. She finally wins the reluctant approval of her father, and embarks on an exciting life of mystery and suspense—his only demand being that she occasionally spend some time with her great-aunt, Jane Marple, in the small village of St. Mary Mead."
